proyecto,barrio_colonia,ciudad,unidad,tipo,tipologia,recamaras,alberca,superficie_m2,precio,moneda,estado,piso,fecha_revision,url_drive
BOTANICA,PM,Puerto Morelos,102,,,,,58.94,5729153.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,103,,,,,58.94,5585937.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,104,,,,,49.74,4715398.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,202,,,,,58.94,5829153.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,203,,,,,58.94,5685937.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,301,,,,,49.74,5037067.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,302,,,,,54.2,5716777.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,303,,,,,58.94,5785937.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,304,,,,,49.74,4915398.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,401,,,,,100.71,10681683.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,402,,,,,54.2,5729355.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,403,,,,,49.74,5015398.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,501,,,,,100.71,10906683.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,502,,,,,100.71,10651642.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
THE FIVES OCEANFRONT,PM,Puerto Morelos,329,,,,,,329000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
THE FIVES OCEANFRONT,PM,Puerto Morelos,193,,,,,,193000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
THE FIVES OCEANFRONT,PM,Puerto Morelos,945,,,,,,945000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
THE FIVES OCEANFRONT,PM,Puerto Morelos,405,ESTUDIO,ESTUDIO,0,,,299000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
THE FIVES OCEANFRONT,PM,Puerto Morelos,311,,,,,,549000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
THE FIVES OCEANFRONT,PM,Puerto Morelos,509,,,,,,575000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
THE FIVES OCEANFRONT,PM,Puerto Morelos,601,PENTHOUSE,PENTHOUSE,,,,779000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
BAKTUN,Aldea Zama,Tulum,101,LOCK-OFF,LOCK-OFF,1,,105.5,44965.54,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,201,LOCK-OFF,LOCK-OFF,1,,105.5,47162.33,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,301,LOCK-OFF,LOCK-OFF,1,,105.5,47162.33,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,401,,,,,66.19,44858.79,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,102,LOCK-OFF,LOCK-OFF,1,,105.35,45430.88,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,202,LOCK-OFF,LOCK-OFF,1,,105.35,47218.47,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,302,LOCK-OFF,LOCK-OFF,1,,105.35,47218.47,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
BAKTUN,Aldea Zama,Tulum,402,,,,,66.19,44914.86,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qQ1bvbusYEnuT6yYJ0QX76qx8vvpa6C4
DUNA,Little Italy,Playa del Carmen,201,ESTUDIO,ESTUDIO,0,,31.45,225900.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,202,,,,,182.0,202182.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,0044,,,,,,206478.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,4006,,,,,,3585556.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,206,,,,,,206478.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,3585,,,,,,3585556.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,506,,,,,,391556.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,216,,,,,,216192.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,391,,,,,,391556.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
DUNA,Little Italy,Playa del Carmen,218,,,,,,218484.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1e-Bkkd95B10sj0dhgvzXalbUsOQrPDbn
PUNTA CLARA,Santa Clara,Costa Yucateca,204,ESTUDIO,ESTUDIO,0,,32.94,2300000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
PUNTA CLARA,Santa Clara,Costa Yucateca,405,ESTUDIO,ESTUDIO,0,,33.51,2635000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
PUNTA CLARA,Santa Clara,Costa Yucateca,504,ESTUDIO,ESTUDIO,0,,32.94,2689000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
PUNTA CLARA,Santa Clara,Costa Yucateca,505,ESTUDIO,ESTUDIO,0,,33.51,2735000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
PANDORA TULUM,Tulum Jungle,Tulum,165,,,,,,2165504.85,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1eOZVIIAtu-cKm7Fbbpq0Cy0cInoWXHGo
PANDORA TULUM,Tulum Jungle,Tulum,341,,,,,368.0,2341368.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1eOZVIIAtu-cKm7Fbbpq0Cy0cInoWXHGo
SAN FERMIN,West North,Playa del Carmen,96,,,,,,96762.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
SAN FERMIN,West North,Playa del Carmen,664,,,,,,1664752.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
SAN FERMIN,West North,Playa del Carmen,149,,,,,,149394.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
SAN FERMIN,West North,Playa del Carmen,75,,,,,,75805.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
SAN FERMIN,West North,Playa del Carmen,570,,,,,,2570260.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
SAN FERMIN,West North,Playa del Carmen,304,,,,,,1304200.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
SELVARUM,Tulum Jungle,Tulum,536,,,,,82.6,1536082.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,853,,,,,236.8,853236.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,149,,,,,,1149421.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,656,,,,,262.4,1656262.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,866,,,,,,866850.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,864,,,,,65.8,864065.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,858,,,,,,858540.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,855,,,,,,855800.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,850,,,,,275.4,850275.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,817,,,,,125.4,817125.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,811,,,,,,811600.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,497,,,,,142.4,1497142.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,184,,,,,,2184850.2,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,276,,,,,142.4,1276142.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,847,,,,,402.4,847402.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
SELVARUM,Tulum Jungle,Tulum,221,,,,,,1221526.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
KANBAL (ARKAAN),Chicxulub,Costa Yucateca,204,ESTUDIO,ESTUDIO,0,,32.94,2300000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
KANBAL (ARKAAN),Chicxulub,Costa Yucateca,405,ESTUDIO,ESTUDIO,0,,33.51,2635000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
KANBAL (ARKAAN),Chicxulub,Costa Yucateca,504,ESTUDIO,ESTUDIO,0,,32.94,2689000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
KANBAL (ARKAAN),Chicxulub,Costa Yucateca,505,ESTUDIO,ESTUDIO,0,,33.51,2735000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
KULKANA LOTES,Alfredo Bonfil,Cancun,10,,,,,,10000.0,MXN,APARTADA,,2026-03-17,https://drive.google.com/drive/mobile/folders/1Q-7XguF3UBOrkow_CU2FYk8bt58opiC3?usp=sharing
BACALAR JUNGLE,Bacalar pueblo,Bacalar,925,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,856,,,,,,1600000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,1319,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,1498,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,1025,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,1041,,,,,,1600000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,1000,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,992,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,10,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,11,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,12,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,13,,,,,,1600000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,14,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,15,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,16,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,17,,,,,,1600000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,18,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,19,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,20,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,21,,,,,,1100000.0,USD,APARTADA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,22,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,23,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,24,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,25,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,26,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,27,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,28,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,29,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,30,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,31,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,32,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,33,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,34,,,,,,1100000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,35,,,,,,1100000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,36,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,37,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,38,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,39,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,40,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,41,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,42,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,43,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,44,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,45,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,46,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,47,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,48,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,49,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,50,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,51,,,,,,1100000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,52,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,53,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,54,,,,,,1600000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,55,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,56,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
BACALAR JUNGLE,Bacalar pueblo,Bacalar,57,,,,,,1600000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1OsPNxY7fjY1LVthtt7-bmZCv6u8K9ViQ
