nombre_proyecto,desarrolladora,ciudad,estado_republica,zona,tipo_desarrollo,tipo_unidades,rango_precios,num_unidades,fecha_entrega_estimada,etapa,url_fuente,portal_fuente,fecha_deteccion,notas
Valle Aurora,,Cancún,Quintana Roo,Av Huayacán,Residencial,Departamentos,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/departamentos-valle-aurora-av-huayacan-cancun,Factor Inmobiliario,2026-03-13,
Cancún Country Club - Vista Hermosa,,Cancún,Quintana Roo,Country Club,Residencial,Lotes,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/terrenos-cancun-country-club-vista-hermosa,Factor Inmobiliario,2026-03-13,
Lagos del Sol,,Cancún,Quintana Roo,Centro,Residencial,Lotes,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/terrenos-lagos-del-sol-cancun,Factor Inmobiliario,2026-03-13,
Brezza Towers,,Cancún,Quintana Roo,Centro,Residencial,Departamentos,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/departamentos-brezza-towers-cancun,Factor Inmobiliario,2026-03-13,
Lumia Residencial,,Cancún,Quintana Roo,Centro,Residencial,Departamentos,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/departamentos-lumia-residencial-cancun,Factor Inmobiliario,2026-03-13,
Shark Tower,,Cancún,Quintana Roo,Puerto Cancún,Residencial,Departamentos,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/departamentos-shark-tower-puerto-cancun,Factor Inmobiliario,2026-03-13,
NIDO Puerto Cancún,,Cancún,Quintana Roo,Puerto Cancún,Comercial,Locales comerciales,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/oficinas-nido-puerto-cancun,Factor Inmobiliario,2026-03-13,
Central Park Cancún,,Cancún,Quintana Roo,Centro,Residencial,Departamentos,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/departamentos-central-park-cancun,Factor Inmobiliario,2026-03-13,
Okün Living,,Cancún,Quintana Roo,Centro,Residencial,Departamentos,,,,Preventa,https://www.factorinmobiliario.mx/desarrollos/departamentos-okun-living-cancun,Factor Inmobiliario,2026-03-13,
TORRE DIX,,Guadalajara,Jalisco,Americana,Mixto,Departamentos,,,,Preventa,https://www.lahaus.mx/pd/guadalajara/torre-dix,La Haus,2026-03-13,
InSur 364,,CDMX,CDMX,Roma,Residencial,Departamentos,,,,Preventa,https://www.lahaus.mx/pd/ciudad-de-mexico/insur-364,La Haus,2026-03-13,
Sennse Tabacalera,,CDMX,CDMX,Tabacalera,Residencial,Departamentos,,,,Preventa,https://www.lahaus.mx/pd/ciudad-de-mexico/sennse-tabacalera-apartamento,La Haus,2026-03-13,
VAHA ZONA ROMÁNTICA,,Puerto Vallarta,Jalisco,Emiliano Zapata,Residencial,Departamentos,,,,Preventa,https://www.lahaus.mx/pd/puerto-vallarta/vaha-zona-romantica,La Haus,2026-03-13,
Artra,,Tulum,Quintana Roo,Manzana 190,Residencial,Departamentos,,112,,Preventa,https://www.lahaus.mx/pd/tulum/artra,La Haus,2026-03-13,
Torre Corporativa BanBajío,BanBajío,León,Guanajuato,,Corporativo,Oficinas,,,2029-02,En construcción,https://centrourbano.com/revista/arquitectura-2/benjamin-romano-torre-leon/,Centro Urbano,2026-03-13,"Diseño de Benjamín Romano, 172.2m, el rascacielos más alto de León"
Ruscello,,Querétaro,Querétaro,El Salitre,Residencial,Departamentos,,176,2026,Preventa,https://www.inmuebles24.com/propiedades/desarrollo/ememvein-preventa-2026-de-departamentos-ruscello-en-el-147214310.html,Inmuebles24,2026-03-13,"176 departamentos + 9 lotes, entrega en 3 etapas"
Río Grijalva 35,PUNTO DESTINO,CDMX,CDMX,Cuauhtémoc,Residencial,Departamentos,,,,Preventa,https://www.inmuebles24.com/propiedades/desarrollo/ememvein-rio-grijalva-35:-departamentos-en-preventa-colonia-144478107.html,Inmuebles24,2026-03-13,
Edison Park,,CDMX,CDMX,"Tabacalera, Cuauhtémoc",Residencial,Departamentos,,,2026-08,Preventa,https://www.lamudi.com.mx/distrito-federal/departamento/for-sale/,Lamudi,2026-03-13,"36.36 m², 1 rec, 1 baño"
More Santa Fe,,CDMX,CDMX,"El Yaqui, Santa Fe",Residencial,Departamentos,,,2026-05,Preventa,https://www.lamudi.com.mx/desarrollo/41032-73-c728deeb6537-1a6f-eed12fc5-8b48-411d,Lamudi,2026-03-13,"53-129 m², 2 y 3 recámaras"
JW Marriott All-Inclusive & Residences Costa Mujeres,AB Living Group,Cancún,Quintana Roo,Costa Mujeres,Hotelero/Residencial,Departamentos,,53,2026,En construcción,https://grupocaisa.com/blog/mercado-inmobiliario/,Google News MX,2026-03-13,283 habitaciones + 53 residencias
W All-Inclusive & Residences Costa Mujeres,AB Living Group,Cancún,Quintana Roo,Costa Mujeres,Hotelero/Residencial,Departamentos,,300,2026,En construcción,https://grupocaisa.com/blog/mercado-inmobiliario/,Google News MX,2026-03-13,"Complejo todo incluido para adultos, ~300 habitaciones"
Dhara Living,,Guadalajara,Jalisco,Santa Teresita,Residencial,Departamentos,,18,2026-05,Preventa,https://www.inmuebles24.com/desarrollos-en-guadalajara-etapa-pre-venta.html,Inmuebles24,2026-03-13,Exclusivo proyecto de 18 departamentos
Vista Del Country,,Guadalajara,Jalisco,Country,Residencial,Departamentos,,,2026-12,Preventa,https://www.inmuebles24.com/desarrollos-en-guadalajara-etapa-pre-venta.html,Inmuebles24,2026-03-13,"1 rec, 1 baño, 70 m², gimnasio, alberca, jardín botánico"
Torre Duke,,Guadalajara,Jalisco,,Residencial,Departamentos,,,2026-01,Preventa,https://www.inmuebles24.com/desarrollos-en-guadalajara-etapa-pre-venta.html,Inmuebles24,2026-03-13,Torre exclusiva de pocas unidades
Lírica Towers,,Guadalajara,Jalisco,Zona Andares,Residencial,Departamentos,,,,Preventa,https://liricatowers.com/,Google News MX,2026-03-13,"Zona Andares, Zapopan"
Grand Tower Centenario,,CDMX,CDMX,Centenario,Residencial,Departamentos,,,2026-06,Preventa,https://casas.trovit.com.mx/preventa-entrega-2026-cdmx,Trovit,2026-03-13,"Torre City, estreno verano 2026"
More Escandón,,CDMX,CDMX,Escandón,Residencial,Departamentos,,72,2026-06,Preventa,https://casas.trovit.com.mx/preventa-entrega-2026-cdmx,Trovit,2026-03-13,"72 departamentos, mejor zona de movilidad"
Coordenada,,Querétaro,Querétaro,,Residencial,Departamentos,,170,2026-07,Preventa,https://www.desqueretaro.com/propiedades/coordenada-venta-de-departamentos-en-queretaro/,Google News MX,2026-03-13,170 departamentos en 3 torres
BeGrand Guadalajara,BeGrand,Guadalajara,Jalisco,,Residencial,Departamentos,,,2026,Lanzamiento,https://grupocaisa.com/blog/mercado-inmobiliario/,Google News MX,2026-03-13,BeGrand planea nuevos proyectos en GDL y Puerto Vallarta para 2026
BeGrand Puerto Vallarta,BeGrand,Puerto Vallarta,Jalisco,,Residencial,Departamentos,,,2026,Lanzamiento,https://grupocaisa.com/blog/mercado-inmobiliario/,Google News MX,2026-03-13,Anunciado en reporte de mercado 2026
101 Cenotes,Inmobilia MXDaniel Gonzalez,Tulum,Quintana Roo,North,Residencial,Departamentos,,79,"Aug, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D037902,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1qPtNuaCVRaziO8Y_JfWagGWJJO2r9Oos
404 Tulum residences,Genesis DevelopmentSantiago Olguin,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,16,"Apr, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D044729,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1pYls36o26OwQp50_J-Oa3CVsb6d1C1zp
Aantik,NEW MERIDARosa Elena Alvarez,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,71,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D038833,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1FPFUPw9huVifrimNyyUAo772IIUHouJO
Abita,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,10,"Jun, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D056066,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Abund,TOHOKU LIVINGSofia Sokoloff,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,2,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D042280,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1B93JDjqhSzbmIiyUWETlUxwKsYqb5Phh
Acacia,The Agency Riviera MayaBrenda Carranza,Playa del Carmen,Quintana Roo,Zona Diamante,Residencial,Departamentos,,23,"Dec, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D021539,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1QjZnHPvORe9GUm_6u0fDeUidEYeLfjQO
Acalai Beach,Capital VerticalSusana Ramirez,Tulum,Quintana Roo,Tankah Bay,Residencial,Departamentos,,12,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D032952,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/18tLPD8QdCIHA6qREJqoQ81-dhz9maB9H
Adara,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,27,"Aug, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D036810,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Adhara Comunidad Tropical,Be Broker Elite Real EstateCristopher Torres D,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,258,"Jan, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D054472,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1RhRcu6vopuOJ9mfMmBQ4l4FfByHK6b_V?usp=drive_link
Adhonai by Aguasanta Tulum,Aguasanta developmentsTony Martinez,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,4,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D037437,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1tRZc3GZGY_dhCR4uHicYXKR2p7dClx2G
Adia Luxury Apartments,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,7,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D038732,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1hiUA8SSBhZrjwoV4v7TRC6gSHSLHMaYv
Aflora,Inversiones Shangri-LaIan Russell,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,25,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D027936,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Lx0ZXDdhkSNJik9IChzgEC4LLD54mVee
Afra jungle,Acre desarrollo S.A de C.VJuan Francisco Caparrós,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,3,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D031511,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1BqroBnsQ1au6OX44nPxjyJz53qd2HVyR
Afrodita retreat,Grupo MirohHumberto  Gonzalez gaytan,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,21,"Oct, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049214,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1tlW3iOpvS2MZCCLi-kzGTmpEhhAcGYMx
Ahimsa,Dreambuilt Luxury Real EstatePaco Reyna,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,4,"May, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D028263,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1K_grElbIAnZsYHk9RN5ujtSldx8s1G8L
Aina,DCI de la penínsulaDiana Rodas,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,31,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D039489,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1fIuSdbSfElp85SM3tSu0hRg2woJcjFqg
Aira,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,34,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D036813,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
AirePuro,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,2,"Jul, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D035003,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Akbal,Caribbean Real EstateLeslie Suasteayala,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,7,"Oct, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D038049,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1fYYydmeNwV1VvbIeM0TiF56hLLB3YynU
Akna II,Inmex capitalKarlayazmin Nunezchavez,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,7,"Apr, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D034943,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1XXCoptoL9kQz1BPbvaFlq58iJhLe-UoG
Akna III,Inmex capitalKarlayazmin Nunezchavez,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,6,"May, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D034946,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1tMX4CPvwHhY16J4RSiGR-rm41uic9Tv8
Akua reserve,Raise Group Real EstateMayanin Franco,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,3,"Nov, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D029388,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1ioOK6RjMrwPD0mJRPVRjkDW6g79iBx0h
Akua signature,Raise Group Real EstateMayanin Franco,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,16,"May, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D030165,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1Ci-Mc3fOFbLdyXdHAYILT6GtjQFTyg1M
Alba Puerto Cancun,iMexicoIan Vallejo,Cancún,Quintana Roo,Puerto CancunCancun,Residencial,Departamentos,,5,"Dec, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028166,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1vU6ESNnHL2-zXHJiRmWYtjOjr1WCnonv
Aldea Balha,Teca desarrollosDaniel Sosa,,,Telchac PuertoCosta Yucateca,Residencial,Departamentos,,24,"Oct, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D043255,TheRedSearch,2026-03-13,Info: https://app.adaracrm.com/empresa/tecadesarrollos/cotizador/aldea_balha/aldea_balha?iframe=true&vendedor=NDEzOA%3D%3D%0A
Aldea Chukum,Maya Ocean,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,15,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D040842,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1_-HUxDmPgBeZ89YYdDRq6JpDn_kxkDPP
Aldea Kante,Kavana Master BrokerGerardo Pantoja,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,19,,Preventa,https://theredsearch.com/listings/?codigo=CU155D052372,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/2/folders/1VdLiS3RNAIIaxUl8iKP2AO_RRROx0nWn
Aldea Muk,Kolo Tulum,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,2,"Apr, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D041930,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1fFCmkWWOxHQxrIbn5dzr7AvFD2JJtPfM
Aldea Om,Playa Elite Developer and ConstructionFrancisco Lorentecamina,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,11,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049731,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/17HqPg026OevuVi6iDvquThCBcDynYsNa
Aldea Savia,Onix livingMariana Rasero,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,43,"Jan, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D028242,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1xwY2vjvVIckN93ZQCcKX-4g7Gjgy9SyS?usp=drive_link
Aleva 71,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,17,"Dec, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D050361,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Alizee Tower,Ingarpro,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,9,"Nov, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D032299,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Tp8joK5KP7iNbY8frceOxM70y0H4Nd4A?hl=es-419
Alma Residencial,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,39,"Apr, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D047806,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Almaera,IDN ConstructoresValentina Ros,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,10,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D045070,TheRedSearch,2026-03-13,Info: https://www.dropbox.com/sh/0vcl027e3vuxlqr/AACvkelxnCjrLt5inEfRWQbwa?dl=0
Almare,Grupo Linmex,,,SisalCosta Yucateca,Residencial,Departamentos,,18,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D049754,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1TpJrw5BCtUf1tPMuAOMuWEtcJfO5OrHF
Almenara,International Real Estate GroupAlex Romanoff,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,17,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D054218,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1uPmbs1FPcxfdUxbzWrKJ8Yspa4c45wyF
Almyria,Almyria Holding GroupCarlos Reyes,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,4,"Nov, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D039193,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1l0s2qRB87oFaQHXu003vgtTRY4ZLQmVO?usp=sharing
Aloma,Teca desarrollosDaniel Sosa,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,7,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D043262,TheRedSearch,2026-03-13,Info: https://app.adaracrm.com/empresa/tecadesarrollos/cotizador/aloma/aloma/aloma?vendedor=NDEzOA%3D%3D%0A
Altea,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,7,"Feb, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D035554,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Altea,DIXA Desarrolladora,Cancún,Quintana Roo,HuayacánCancun,Residencial,Departamentos,,11,"Aug, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D036668,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1kmcG0TCx5EwKGFMwGzABocf_xTx7iwml?usp=sharing
Altra,Immo InvestmentsMelania Cisneros,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,4,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D030171,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/167nZDWrWr4gEDbdlh4kPZReM9jsl0BfM
Alura,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,16,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D049849,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Alux 33,iMexicoEddy Aguilar,,,"PM, South BeachesPuerto Morelos",Residencial,Departamentos,,16,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D041743,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/15ML6gnJj9fP-BssfJ4UvbYwZcCf8kHNq
Amalba,Max PropertiesMariana Loeza Medina,Cancún,Quintana Roo,Corredor Laguna CancunCancun,Residencial,Departamentos,,27,"Oct, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D050344,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1mXZEsXDpMFeFwKPf2mTzy4zJw0t6oWoB
Amanatura,Dreambuilt Luxury Real EstatePhilip Ehlert,Tulum,Quintana Roo,Beachfront,Residencial,Departamentos,,3,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D045024,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1V3w7cwt2y7JyGBf5sahWSygCIvH6zNO3
Amanha,Inmobilia MXMichelle Carvallo,,,Zona CountryYucatan,Residencial,Departamentos,,17,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D036550,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/167T_IHNyT_61drSXtw_EHOfBKk3452u5
Amara by DK,DK del KaribeAldo Vazquez,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,18,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D043921,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Z1bbeSaFx503ITaRkcgTCfJELJ_jwH35
Amares Riviera Maya,Costa Realty Group Mexico.Carlos Fregoso,,,PA PuebloPuerto Aventuras,Residencial,Departamentos,,11,"Jan, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D030601,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1vvZYzHioPZH8k-ed9FRBbemjqkycLfiS
Amari Tulum,Grupo MirohHumberto  Gonzalez gaytan,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,2,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029102,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Q2vZMBwRJQCTttscagF8OY0tznp0ElAw
Ame 34,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,6,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D045750,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Ameka,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,16,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D039994,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Amena,Amena TulumFlor Alejandra Briceño,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,2,"Feb, 2019",Preventa,https://theredsearch.com/listings/?codigo=CU155D018688,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1v52T28rngtNpv3fS5hp_h5WkhpXg89b8
